po_id,supplier_id,supplier_name,supplier_country,material_category,material_criticality,order_date,promised_delivery_date,quantity_ordered,unit_price_usd,order_value_usd,payment_terms,shipping_method,distance_km,supplier_lead_time_avg_days,supplier_otd_rate_historical_pct,supplier_active_pos_count,is_peak_season,actual_delivery_date,delay_days,goods_receipt_status,is_late
PO-2024-001502,SUP-050,Supplier Generic 50,Indonesia,Raw Material,Low,2024-10-19,2024-10-27,134,30.03,4024.02,Net 90,Courier,294.6,6.2,78.9,8,0,2024-10-27,0,Partial,0
PO-2024-000116,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Medium,2024-05-01,2024-05-24,869,4.62,4014.78,COD,Air,11991.6,21.0,53.4,7,0,2024-05-22,-2,Complete,0
PO-2024-001979,SUP-047,Supplier Generic 47,China,Raw Material,High,2024-08-10,2024-08-28,623,5.96,3713.08,Net 90,Sea,3342.6,11.1,49.4,9,0,2024-08-30,2,Complete,1
PO-2024-001567,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,High,2024-02-04,2024-02-23,859,10.59,9096.81,Net 60,Air,2523.9,19.5,65.3,3,0,2024-02-21,-2,Complete,0
PO-2024-000407,SUP-014,Chennai Steel Works,South Korea,Packaging,High,2024-05-18,2024-06-17,217,13.21,2866.57,Net 30,Sea,4604.1,22.9,73.9,7,0,2024-06-14,-3,Complete,0
PO-2024-000415,SUP-021,Supplier Generic 21, USA ,Packaging,Low,2024-12-10,2025-01-07,1065,14.31,15240.15,,Air,16177.6,27.5,76.2,7,1,2025-01-07,0,Complete,0
PO-2024-000004,SUP-030,Supplier Generic 30,Japan,MRO,High,2024-03-28,2024-04-23,967,28.85,27897.95,Net 90,Sea,5092.5,22.3,78.3,10,1,2024-04-26,3,Complete,1
PO-2024-001389,SUP-044,Supplier Generic 44,China,MRO,Medium,2024-11-22,2024-12-12,1106,28.17,31156.02,Net 30,Sea,2654.4,18.9,76.0,5,1,2024-12-15,3,Complete,1
PO-2024-002373,SUP-012,Seoul Alloy Industries,Malaysia,Raw Material,Medium,2024-05-17,2024-05-21,1013,3.64,3687.32,Net 30,Air,1742.4,6.8,96.6,1,0,2024-05-21,0,Complete,0
PO-2024-001618,SUP-042,Supplier Generic 42,South Korea,Raw Material,Medium,2024-04-11,2024-04-27,338,14.16,4786.08,COD,Sea,4414.1,15.4,64.2,6,1,2024-04-27,0,Complete,0
PO-2024-000326,SUP-043,Supplier Generic 43,Japan,Component,Low,2024-08-19,2024-09-09,314,6.56,2059.84,Net 30,Sea,6362.6,18.0,63.2,6,0,2024-09-07,-2,Complete,0
PO-2024-001793,SUP-021,Supplier Generic 21,USA,Component,Low,2024-05-18,2024-06-20,1531,9.3,14238.3,Net 90,Sea,17614.4,27.5,76.2,2,0,2024-06-20,0,Complete,0
PO-2024-001784,SUP-047,Supplier Generic 47,China,MRO,High,2024-07-11,2024-07-29,1384,43.25,59858.0,Net 90,Sea,2761.3,11.1,49.4,7,0,2024-08-05,7,Complete,1
PO-2024-000269,SUP-030,Supplier Generic 30,Japan,MRO,Low,2024-02-12,2024-03-14,2296,11.33,26013.68,Net 30,Sea,5819.3,22.3,78.3,5,0,2024-03-11,-3,Partial,0
PO-2024-001081,SUP-049,Supplier Generic 49,Japan,Component,Medium,2024-10-06,2024-10-31,1086,15.0,16290.0,Net 90,Sea,6170.3,20.2,40.0,5,0,2024-10-30,-1,Complete,0
PO-2024-001158,SUP-048,Supplier Generic 48,Indonesia,Packaging,Medium,2024-10-21,2024-10-29,696,5.52,3841.92,Net 30,Courier,365.3,5.9,96.4,3,0,2024-10-30,1,Complete,1
PO-2024-001579,SUP-036,Supplier Generic 36,Indonesia,Component,High,2024-12-14,2024-12-17,147,13.81,2030.07,Net 30,Courier,363.2,3.4,40.0,9,1,2024-12-23,6,Complete,1
PO-2024-002274,SUP-022,Supplier Generic 22,China,Component,Medium,2024-01-17,2024-02-01,294,3.77,1108.38,Net 60,Air,2833.1,17.1,99.0,4,0,2024-01-31,-1,Complete,0
PO-2024-000704,SUP-024,Supplier Generic 24,Thailand,Raw Material,Low,2024-07-01,2024-07-21,3496,15.72,54957.12,Net 30,Sea ,1743.8,11.9,99.0,5,0,2024-07-20,-1,Complete,0
PO-2024-001813,SUP-005,PT Anugerah Kemasan,Indonesia,Component,Medium,2024-02-04,2024-02-07,342,6.42,2195.64,Net 30,Land,301.0,2.0,98.1,5,0,2024-02-07,0,Complete,0
PO-2024-002385,SUP-019,PT Teknindo Sukses Mandiri,South Korea,Packaging,High,2024-08-15,2024-09-06,214,4.09,875.26,Net 90,Air,4859.0,24.2,59.8,6,0,2024-09-05,-1,Complete,0
PO-2024-000511,SUP-006,PT Sumber Teknik Mandiri,India,MRO,Medium,2024-06-23,2024-07-13,992,21.92,21744.64,Net 30,Sea,4608.8,18.0,87.2,2,0,2024-07-11,-2,Complete,0
PO-2024-000141,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,Low,2024-09-17,2024-10-12,2848,16.46,46878.08,Net 90,Sea,10535.3,21.0,53.4,4,0,2024-10-12,0,Complete,0
PO-2024-001856,SUP-047,Supplier Generic 47,China,Raw Material,Medium,2024-04-30,2024-05-17,420,8.92,3746.4,Net 90,Sea,2784.7,11.1,49.4,9,1,2024-05-14,-3,Complete,0
PO-2024-001655,SUP-003,PT Baja Presisi Indonesia,Thailand,Packaging,Medium,2024-01-15,2024-02-09,1243,2.52,3132.36,Net 90,Sea,2035.8,14.9,78.5,6,0,2024-02-09,0,Complete,0
PO-2024-001397,SUP-046,Supplier Generic 46,South Korea,Packaging,Medium,2024-07-24,2024-08-17,247,5.17,1276.99,Net 60,Sea,5478.1,20.8,93.5,4,0,2024-08-15,-2,Complete,0
PO-2024-000162,SUP-038,Supplier Generic 38,China,Raw Material,Low,2024-05-28,2024-06-23,4000,3.67,14680.0,Net 60,Sea,3197.5,19.9,70.2,4,0,2024-06-20,-3,Complete,0
PO-2024-000390,SUP-010,Deutsche Praezisionsteile GmbH,China,MRO,Medium,2024-04-05,2024-04-16,2135,9.35,19962.25,Net 30,Air,3584.8,17.0,64.2,6,1,2024-04-19,3,Complete,1
PO-2024-001010,SUP-040,Supplier Generic 40,Japan,Component,Medium,2024-07-05,2024-07-28,1088,7.75,8432.0,COD,Sea,5682.0,17.0,67.4,1,0,2024-07-28,0,Complete,0
PO-2024-001300,SUP-016,PT Cahaya Logistik Industri,Indonesia,Component,Medium,2024-08-27,2024-09-08,474,33.48,15869.52,Net 30,Land,374.3,10.2,67.7,3,0,2024-09-07,-1,Complete,0
PO-2024-000684,SUP-015,KL Electronic Parts,China,Packaging,High,2024-12-05,2024-12-29,116,38.07,4416.12,Net 30,Sea,3327.4,19.7,79.7,8,1,2024-12-29,0,Complete,0
PO-2024-001834,SUP-007,Global Parts Co.,USA,Raw Material,Medium,2024-08-10,2024-09-08,795,12.72,10112.4,Net 60,Air,16295.1,30.2,59.5,8,0,2024-09-07,-1,Complete,0
PO-2024-000714,SUP-040,Supplier Generic 40,Japan,Raw Material,Low,2024-01-05,2024-01-28,229,29.06,6654.74,Net 90,Sea,5943.6,17.0,67.4,11,0,2024-01-28,0,Complete,0
PO-2024-000535,SUP-013,Bangkok Packaging Solutions,Germany,Packaging,High,2024-07-07,2024-07-31,92,7.45,685.4,Net 30,Sea,12105.2,21.0,53.4,10,0,2024-07-28,-3,Complete,0
PO-2024-000025,SUP-041,Supplier Generic 41,China,Component,High,2024-01-26,2024-02-07,757,11.52,8720.64,Net 60,Air,2773.3,18.1,43.3,7,0,2024-02-09,2,Complete,1
PO-2024-001229,SUP-020,PT Wijaya Sparepart Utama, Germany ,MRO,High,2024-12-19,2025-01-10,757,35.82,27115.74,Net 30,Air,9776.5,23.3,57.9,5,1,2025-01-07,-3,Complete,0
PO-2024-000102,SUP-006,PT Sumber Teknik Mandiri,India,Packaging,Medium,2024-07-20,2024-08-12,1710,13.59,23238.9,Net 90,Sea,5614.2,18.0,87.2,13,0,2024-08-09,-3,Complete,0
PO-2024-001935,SUP-045,Supplier Generic 45,SOUTH KOREA,Component,Medium,2024-04-07,2024-05-02,171,12.44,2127.24,Net 30,Sea,4732.8,22.5,72.4,8,1,2024-04-30,-2,Complete,0
PO-2024-001824,SUP-025,Supplier Generic 25,South Korea,Raw Material,Low,2024-03-04,2024-03-29,1121,11.67,13082.07,,Sea,4863.1,22.0,76.1,3,1,2024-03-26,-3,Complete,0
PO-2024-000708,SUP-034,Supplier Generic 34,China,Component,Medium,2024-05-15,2024-06-05,2165,20.16,43646.4,Net 90,Sea,3386.8,17.8,81.6,6,0,2024-06-07,2,Complete,1
PO-2024-001678,SUP-012,Seoul Alloy Industries,Malaysia,Component,Medium,2024-04-01,2024-04-09,3647,9.0,32823.0,Net 30,Sea,1809.5,6.8,96.6,2,1,2024-04-07,-2,Complete,0
PO-2024-000009,SUP-040,Supplier Generic 40,Japan,MRO,Low,2024-03-06,2024-03-20,391,12.92,5051.72,Net 30,Air,5821.8,17.0,67.4,7,1,2024-03-31,11,Complete,1
PO-2024-001747,SUP-024,Supplier Generic 24,Thailand,Packaging,High,2024-04-09,2024-04-30,418,11.93,4986.74,Net 90,Sea,2456.8,11.9,99.0,2,1,2024-04-29,-1,Complete,0
PO-2024-000401,SUP-050,Supplier Generic 50,Indonesia,Packaging,Medium,2024-04-03,2024-04-08,1619,34.47,55806.93,Net 60,Land,346.1,6.2,78.9,5,1,2024-04-06,-2,Complete,0
PO-2024-001648,SUP-006,PT Sumber Teknik Mandiri,India,Component,High,2024-07-30,2024-08-14,81,14.4,1166.4,Net 90,Air,4734.7,18.0,87.2,5,0,2024-08-14,0,Complete,0
PO-2024-001781,SUP-041,Supplier Generic 41,China,Raw Material,Medium,2024-02-11,2024-02-27,96,,,COD,Air,3023.1,18.1,43.3,6,0,2024-03-04,6,Complete,1
PO-2024-001762,SUP-009,Hanoi Component Supply,Indonesia,Packaging,Low,2024-09-06,2024-09-14,550,28.14,15477.0,COD,Courier,331.6,7.6,90.8,2,0,2024-09-11,-3,Pending,0
PO-2024-000231,SUP-049,Supplier Generic 49,Japan,Packaging,High,2024-11-20,2024-12-13,628,50.16,31500.48,Net 30,Sea,6110.9,20.2,40.0,7,1,2024-12-14,1,Complete,1
PO-2024-001674,SUP-044,Supplier Generic 44,China,MRO,Medium,2024-01-04,2024-01-27,1626,4.23,6877.98,Net 30,Sea,3302.8,18.9,76.0,5,0,2024-01-25,-2,Complete,0
PO-2024-001444,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Component,Low,2024-05-01,2024-05-25,650,12.22,7943.0,Net 30,Sea,2381.0,19.5,65.3,7,0,2024-05-24,-1,Complete,0
PO-2024-000840,SUP-009,Hanoi Component Supply,Indonesia,Component,Low,2024-11-24,2024-12-04,299,14.75,4410.25,Net 60,Land,348.9,7.6,90.8,5,1,2024-12-01,-3,Complete,0
PO-2024-002151,SUP-016,PT Cahaya Logistik Industri,Indonesia,Packaging,Low,2024-11-24,2024-12-05,198,5.27,1043.46,COD,Land,386.7,10.2,67.7,6,1,2024-12-04,-1,Complete,0
PO-2024-000583,SUP-027,Supplier Generic 27,China,Component,Medium,2024-03-19,2024-04-15,261,6.67,1740.87,Net 60,Sea,3068.7,20.3,50.7,5,1,2024-04-25,10,Complete,1
PO-2024-001625,SUP-022,Supplier Generic 22,China,Component,Medium,2024-11-21,2024-12-03,1653,13.03,21538.59,Net 60,Air,3186.2,17.1,99.0,2,1,2024-12-01,-2,Complete,0
PO-2024-000386,SUP-024,Supplier Generic 24,Thailand,Component,Low,2024-10-30,2024-11-15,2970,6.69,19869.3,Net 30,Sea,2430.5,11.9,99.0,2,0,2024-11-14,-1,Complete,0
PO-2024-001442,SUP-032,Supplier Generic 32,India,Component,High,2024-01-23,2024-02-15,4205,11.81,49661.05,Net 30,Sea,5025.3,19.2,90.1,6,0,2024-02-13,-2,Complete,0
PO-2024-002471,SUP-039,Supplier Generic 39,Indonesia,Packaging,Low,2024-07-11,2024-07-14,408,48.05,19604.4,Net 60,Courier,327.0,2.9,79.9,4,0,2024-07-11,-3,Complete,0
PO-2024-000786,SUP-014,Chennai Steel Works,South Korea,Raw Material,Medium,2024-09-09,2024-10-07,405,24.71,10007.55,Net 60,Sea,5041.2,22.9,73.9,5,0,2024-10-05,-2,Complete,0
PO-2024-001416,SUP-049,Supplier Generic 49,Japan,Raw Material,Medium,2024-03-23,2024-04-17,414,8.77,3630.78,Net 30,Sea,5688.5,20.2,40.0,8,1,2024-04-18,1,Complete,1
PO-2024-001358,SUP-018,PT Bumi Kemasan Lestari,indonesia,Raw Material,Low,2024-12-27,2025-01-04,451,17.99,8113.49,Net 30,Land,333.2,6.3,51.1,13,1,2025-01-14,10,Complete,1
PO-2024-001627,SUP-028,Supplier Generic 28,Indonesia,Raw Material,Low,2024-03-01,2024-03-07,520,38.79,20170.8,Net 60,Land,314.3,4.4,83.4,1,1,2024-03-04,-3,Pending,0
PO-2024-001586,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Medium,2024-02-22,2024-03-13,245,15.73,3853.85,Net 90,Sea,4871.5,14.4,61.0,3,0,2024-03-12,-1,Complete,0
PO-2024-001145,SUP-037,Supplier Generic 37,Indonesia,Component,Low,2024-03-03,2024-03-11,864,18.46,15949.44,Net 60,Courier,359.4,9.5,88.9,1,1,2024-03-10,-1,Complete,0
PO-2024-002260,SUP-024,Supplier Generic 24,Thailand,Component,Medium,2024-06-05,2024-06-24,2424,5.03,12192.72,Net 90,Sea,2525.4,11.9,99.0,4,0,2024-06-24,0,Complete,0
PO-2024-000837,SUP-027,Supplier Generic 27,China,Raw Material,Medium,2024-12-10,2025-01-05,873,12.4,10825.2,Net 30,Sea,3153.5,20.3,50.7,2,1,2025-01-03,-2,Complete,0
PO-2024-002038,SUP-033,Supplier Generic 33,China,Raw Material,Low,2024-07-30,2024-08-18,4783,5.07,24249.81,Net 60,Sea,3594.2,13.3,81.7,7,0,2024-08-17,-1,Pending,0
PO-2024-000632,SUP-036,Supplier Generic 36,Indonesia,MRO,Low,2024-04-20,2024-04-23,1334,13.05,17408.7,Net 90,Land,388.3,3.4,40.0,6,1,2024-04-21,-2,Complete,0
PO-2024-000213,SUP-021,Supplier Generic 21,usa,Component,High,2024-01-06,2024-02-07,2912,16.4,47756.8,Net 30,Sea,17479.3,27.5,76.2,5,0,2024-02-14,7,Complete,1
PO-2024-000586,SUP-021,Supplier Generic 21,USA,MRO,Medium,2024-01-25,2024-02-26,969,6.81,6598.89,Net 30,Sea,12230.5,27.5,76.2,5,0,2024-03-07,10,Complete,1
PO-2024-001990,SUP-015,KL Electronic Parts,China,Component,Low,2024-12-07,2025-01-01,461,27.7,12769.7,COD,Sea,2993.0,19.7,,6,1,2024-12-30,-2,Complete,0
PO-2024-000892,SUP-030,Supplier Generic 30,Japan,Packaging,Low,2024-10-08,2024-11-08,1783,24.4,43505.2,Net 30,Sea,6157.8,22.3,78.3,6,0,2024-11-08,0,Complete,0
PO-2024-001815,SUP-046,Supplier Generic 46,South Korea,Raw Material,Medium,2024-08-09,2024-09-03,53,6.36,337.08,Net 60,Sea,4256.4,20.8,93.5,4,0,2024-09-03,0,Complete,0
PO-2024-001987,SUP-012,Seoul Alloy Industries,MALAYSIA,Component,Medium,2024-07-13,2024-07-25,622,16.48,10250.56,Net 30,Sea,1962.9,6.8,,9,0,2024-08-06,12,Complete,1
PO-2024-001248,SUP-041,Supplier Generic 41,China,Component,High,2024-02-11,2024-03-01,703,9.4,6608.2,Net 30,Sea,3137.8,18.1,43.3,8,0,2024-03-13,12,Complete,1
PO-2024-000419,SUP-031,Supplier Generic 31,USA,Raw Material,Medium,2024-06-12,2024-07-19,72,17.73,1276.56,Net 60,Sea,16010.3,30.5,89.8,4,0,2024-07-17,-2,Pending,0
PO-2024-001645,SUP-033,Supplier Generic 33,China,Packaging,Medium,2024-06-13,2024-07-04,803,11.83,9499.49,Net 30,Sea,3212.5,13.3,81.7,3,0,2024-07-01,-3,Complete,0
PO-2024-000111,SUP-035,Supplier Generic 35,China,Component,Low,2024-08-01,2024-08-21,905,61.92,56037.6,Net 30,Sea,2872.4,14.5,80.7,6,0,2024-08-25,4,Complete,1
PO-2024-000224,SUP-026,Supplier Generic 26,indonesia,Packaging,Low,2024-10-10,2024-10-12,604,15.71,9488.84,Net 30,Courier,343.5,2.0,83.4,5,0,2024-10-10,-2,Complete,0
PO-2024-000769,SUP-021,Supplier Generic 21,USA,Raw Material,High,2024-06-15,2024-07-17,452,26.1,11797.2,Net 60,Sea,16217.5,27.5,76.2,13,0,2024-07-15,-2,Complete,0
PO-2024-001643,SUP-032,Supplier Generic 32,India,Raw Material,Low,2024-10-07,2024-10-22,2309,6.41,14800.69,Net 60,Air,4520.0,19.2,90.1,2,0,2024-10-20,-2,Complete,0
PO-2024-000230,SUP-006,PT Sumber Teknik Mandiri,India,Raw Material,Low,2024-02-03,2024-02-27,598,13.73,8210.54,Net 90,Sea,5601.9,18.0,87.2,3,0,2024-02-26,-1,Complete,0
PO-2024-001720,SUP-029,Supplier Generic 29,Indonesia,Component,Medium,2024-01-19,2024-01-27,1202,25.07,30134.14,Net 60,Land,362.3,8.5,40.0,7,0,2024-02-06,10,Complete,1
PO-2024-002041,SUP-045,Supplier Generic 45,South Korea,Packaging,Medium,2024-06-21,2024-07-11,159,16.65,2647.35,Net 30,Air,4744.9,22.5,72.4,4,0,2024-07-11,0,Complete,0
PO-2024-001353,SUP-017,PT Prima Rekayasa Komponen,Vietnam,MRO,Low,2024-05-15,2024-06-11,3783,11.84,44790.72,Net 30,Sea,2804.2,19.5,65.3,6,0,2024-06-17,6,Complete,1
PO-2024-002292,SUP-022,Supplier Generic 22,China,Raw Material,Low,2024-02-07,2024-02-26,2157,29.41,63437.37,Net 30,Sea,2904.8,17.1,99.0,6,0,2024-02-26,0,Complete,0
PO-2024-000914,SUP-007,Global Parts Co.,USA,Component,High,2024-07-12,2024-08-09,284,11.2,3180.8,Net 30,Air,15798.1,30.2,59.5,7,0,2024-08-06,-3,Complete,0
PO-2024-001423,SUP-027,Supplier Generic 27, China ,Component,Medium,2024-12-01,2024-12-26,3694,5.78,21351.32,Net 30,Sea,2860.4,20.3,50.7,11,1,2024-12-31,5,Complete,1
PO-2024-000584,SUP-002,PT Mitra Komponen Nusantara,China,Component,Medium,2024-11-07,2024-11-21,434,26.04,11301.36,Net 30,Air,2999.9,18.5,59.4,7,1,2024-11-29,8,Complete,1
PO-2024-000352,SUP-033,Supplier Generic 33,China,Packaging,Medium,2024-08-01,2024-08-18,349,102.05,35615.45,Net 30,Sea,2749.0,13.3,81.7,7,0,2024-08-23,5,Complete,1
PO-2024-001458,SUP-039,Supplier Generic 39,Indonesia,MRO,Low,2024-01-23,2024-01-28,488,119.16,58150.08,Net 30,Land,323.2,2.9,79.9,8,0,2024-01-27,-1,Complete,0
PO-2024-000928,SUP-030,Supplier Generic 30,Japan,Component,Low,2024-01-01,2024-01-31,247,22.39,5530.33,Net 30,Sea,6598.5,22.3,78.3,10,0,2024-01-29,-2,Complete,0
PO-2024-000792,SUP-024,Supplier Generic 24,Thailand,Component,Low,2024-12-04,2024-12-21,2579,,,Net 60,Sea,2357.0,11.9,99.0,6,1,2024-12-21,0,Complete,0
PO-2024-002208,SUP-028,Supplier Generic 28,Indonesia,Component,High,2024-03-25,2024-03-30,1477,7.33,10826.41,Net 90,Courier,350.9,4.4,83.4,5,1,2024-03-28,-2,Complete,0
PO-2024-001515,SUP-032,Supplier Generic 32,India,Component,Medium,2024-10-17,2024-11-13,187,23.03,4306.61,Net 60,Sea,4540.3,19.2,90.1,7,0,2024-11-12,-1,Complete,0
PO-2024-001506,SUP-008,Shenzhen Precision Metals,South Korea,Raw Material,Low,2024-04-14,2024-05-04,398,4.57,1818.86,Net 60,Sea,5300.8,14.4,61.0,4,1,2024-05-17,13,Complete,1
PO-2024-001189,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,Medium,2024-05-30,2024-06-12,674,18.05,12165.7,Net 30,Air,2150.2,19.5,65.3,11,0,2024-06-10,-2,Complete,0
PO-2024-001142,SUP-030,Supplier Generic 30, Japan ,Component,Low,2024-12-06,2025-01-04,269,93.6,25178.4,Net 30,Sea,5247.9,22.3,78.3,9,1,2025-01-04,0,Complete,0
PO-2024-001284,SUP-015,KL Electronic Parts,China,Raw Material,High,2024-01-20,2024-02-13,449,28.94,12994.06,Net 60,Sea,3178.2,19.7,79.7,5,0,2024-02-11,-2,Complete,0
PO-2024-001309,SUP-004,PT Karya Plastik Sejahtera,Japan,Component,Low,2024-05-24,2024-06-10,1757,14.27,25072.39,Net 30,Air,6382.2,18.9,59.3,9,0,2024-06-13,3,Complete,1
PO-2024-000038,SUP-047,Supplier Generic 47,China,Component,Medium,2024-04-25,2024-05-06,851,29.01,24687.51,Net 30,Sea,3376.3,11.1,49.4,4,1,2024-05-04,-2,Complete,0
PO-2024-001934,SUP-017,PT Prima Rekayasa Komponen,Vietnam,Raw Material,High,2024-01-02,2024-01-27,760,4.67,3549.2,Net 90,Sea,2558.3,19.5,65.3,8,0,2024-01-25,-2,Complete,0
PO-2024-000772,SUP-001,PT Sinar Logam Jaya,South Korea,Component,High,2024-08-02,2024-08-25,2281,52.67,120140.27,Net 60,Sea,6388.7,18.3,85.9,8,0,2024-08-22,-3,Complete,0
PO-2024-002051,SUP-019,PT Teknindo Sukses Mandiri,South Korea,MRO,High,2024-05-25,2024-06-25,563,18.21,10252.23,Net 60,Sea,5181.4,24.2,59.8,5,0,2024-06-22,-3,Complete,0
PO-2024-002315,SUP-037,Supplier Generic 37,Indonesia,Component,High,2024-11-18,2024-11-27,1341,7.86,10540.26,Net 30,Land,394.1,9.5,,4,1,2024-12-06,9,Complete,1
PO-2024-001911,SUP-049,Supplier Generic 49,Japan,Packaging,Low,2024-11-30,2024-12-26,1902,9.85,18734.7,Net 30,Sea ,6484.7,20.2,40.0,4,1,2025-01-09,14,Complete,1
PO-2024-000744,SUP-026,Supplier Generic 26,Indonesia,Packaging,Low,2024-04-05,2024-04-07,178,17.14,3050.92,Net 90,Courier,352.3,2.0,83.4,1,1,2024-04-04,-3,Complete,0
PO-2024-001133,SUP-027,Supplier Generic 27,China,MRO,Low,2024-01-22,2024-02-15,934,21.59,20165.06,Net 30,Sea,2944.2,20.3,50.7,7,0,2024-02-22,7,Complete,1
PO-2024-002350,SUP-028,Supplier Generic 28,Indonesia,MRO,Medium,2024-05-15,2024-05-19,3106,18.28,56777.68,Net 90,Land,391.7,4.4,83.4,4,0,2024-05-17,-2,Complete,0
PO-2024-000373,SUP-033,Supplier Generic 33,China,Component,Low,2024-11-14,2024-12-02,604,39.07,23598.28,Net 90,Sea,2948.8,13.3,81.7,4,1,2024-12-02,0,Complete,0
PO-2024-000138,SUP-012,Seoul Alloy Industries,Malaysia,Component,High,2024-02-14,2024-03-01,1170,13.97,16344.9,Net 30,Sea,1659.9,6.8,96.6,3,0,2024-02-27,-3,Complete,0
PO-2024-002169,SUP-018,PT Bumi Kemasan Lestari,Indonesia,Raw Material,Medium,2024-02-17,2024-02-25,1229,3.86,4743.94,Net 30,Land,321.4,6.3,51.1,3,0,2024-02-24,-1,Complete,0
PO-2024-001437,SUP-043,Supplier Generic 43,Japan,Component,High,2024-01-09,2024-01-22,180,21.53,3875.4,Net 90,Air,5475.6,18.0,63.2,5,0,2024-01-22,0,Complete,0
PO-2024-001927,SUP-011,Tokyo Machining Corp,China,Component,Low,2024-01-31,2024-02-20,140,38.65,5411.0,Net 30,Sea,3056.8,17.8,67.1,4,0,2024-02-17,-3,Complete,0
PO-2024-001728,SUP-011,Tokyo Machining Corp,China,Raw Material,Low,2024-04-27,2024-05-21,1668,28.23,47087.64,Net 30,Sea,3245.0,17.8,67.1,5,1,2024-05-18,-3,Complete,0
PO-2024-001952,SUP-049,Supplier Generic 49,Japan,Raw Material,Low,2024-11-27,2024-12-23,57,25.12,1431.84,Net 90,Sea,6060.8,20.2,40.0,8,1,2024-12-26,3,Complete,1
PO-2024-001012,SUP-029,Supplier Generic 29,Indonesia,Raw Material,High,2024-11-14,2024-11-20,1696,8.8,14924.8,Net 60,Courier,368.2,8.5,40.0,5,1,2024-11-17,-3,Complete,0
PO-2024-002434,SUP-006,PT Sumber Teknik Mandiri,India,Component,Low,2024-07-11,2024-07-30,1093,,,Net 90,Sea,3689.2,18.0,87.2,2,0,2024-08-13,14,Complete,1
PO-2024-000738,SUP-013,Bangkok Packaging Solutions,Germany,MRO,Low,2024-05-24,2024-06-19,200,14.34,2868.0,Net 30,Sea,10862.8,21.0,53.4,6,0,2024-06-16,-3,Complete,0
PO-2024-001933,SUP-047,Supplier Generic 47,China,Raw Material,High,2024-08-24,2024-09-10,2125,4.85,10306.25,Net 60,Sea,2919.2,11.1,49.4,10,0,2024-09-09,-1,Complete,0
PO-2024-001673,SUP-048,Supplier Generic 48,Indonesia,Component,Medium,2024-01-07,2024-01-14,3361,7.12,23930.32,Net 60,Land,323.7,5.9,96.4,2,0,2024-01-14,0,Complete,0
PO-2024-001756,SUP-005,PT Anugerah Kemasan,Indonesia,Packaging,Low,2024-05-02,2024-05-05,869,8.67,7534.23,Net 90,land,346.7,2.0,98.1,5,0,2024-05-03,-2,Complete,0
PO-2024-001371,SUP-037,Supplier Generic 37,Indonesia,MRO,Medium,2024-06-14,2024-06-25,5248,6.91,36263.68,Net 60,Courier,386.0,9.5,88.9,3,0,2024-06-25,0,Complete,0
PO-2024-002354,SUP-004,PT Karya Plastik Sejahtera,Japan,MRO,Medium,2024-09-09,2024-10-04,501,35.52,17795.52,Net 60,Sea,6406.8,18.9,59.3,12,0,2024-10-09,5,Complete,1
PO-2024-001194,SUP-048,Supplier Generic 48,Indonesia,Raw Material,Low,2024-05-13,2024-05-19,3574,19.92,71194.08,Net 30,Land,384.1,5.9,96.4,4,0,2024-05-16,-3,Complete,0
PO-2024-001606,SUP-002,PT Mitra Komponen Nusantara,China,Raw Material,Low,2024-10-18,2024-11-07,767,15.79,12110.93,COD,Sea,3107.1,18.5,59.4,7,0,2024-11-06,-1,Complete,0
PO-2024-000538,SUP-040,Supplier Generic 40,Japan,Component,Medium,2024-10-03,2024-10-17,1807,2.53,4571.71,Net 90,Air,5314.2,17.0,67.4,6,0,2024-10-17,0,Complete,0
PO-2024-002497,SUP-018,PT Bumi Kemasan Lestari,Indonesia,MRO,Low,2024-03-11,2024-03-18,2148,3.83,8226.84,Net 60,Land,348.8,6.3,51.1,8,1,2024-03-17,-1,Complete,0
PO-2024-001901,SUP-050,Supplier Generic 50,Indonesia,Raw Material,Low,2024-04-04,2024-04-08,224,14.36,3216.64,Net 60,Land,323.0,6.2,78.9,10,1,2024-04-08,0,Complete,0
PO-2024-002321,SUP-041,Supplier Generic 41,China,MRO,Medium,2024-03-02,2024-03-26,90,,,Net 90,Sea,3617.6,18.1,43.3,6,1,2024-04-03,8,Complete,1
PO-2024-002102,SUP-044,Supplier Generic 44,China,Raw Material,High,2024-01-24,2024-02-14,129,13.18,1700.22,Net 90,Sea,2946.7,18.9,76.0,2,0,2024-02-14,0,Complete,0
PO-2024-001402,SUP-028,Supplier Generic 28,Indonesia,Component,High,2024-11-15,2024-11-17,410,9.2,3772.0,Net 30,Land,301.5,4.4,83.4,6,1,2024-11-14,-3,Complete,0
PO-2024-001242,SUP-027,Supplier Generic 27,China,Packaging,Low,2024-02-16,2024-03-13,2183,2.55,5566.65,Net 60,Sea,3058.4,20.3,50.7,10,0,2024-03-23,10,Complete,1
PO-2024-000988,SUP-010,Deutsche Praezisionsteile GmbH,China,Component,Low,2024-09-18,2024-10-09,92,20.63,1897.96,Net 60,Sea,2584.3,17.0,64.2,4,0,2024-10-08,-1,Complete,0
